codtipovia,codvia,codviacatastro,nomoficial,traducnooficial
C/,81830,11249,HORT D'EN CENDRA,null
C/,81831,0,EP LLOMBAY 13,EP LLOMBAY 13
C/,14640,436,CARCAIXENT,CARCAGENTE
PL,19650,588,COMUNI� DE SAN ESTEVE,COMUNION DE SAN ESTEBAN
C/,20460,613,CONSOLAT DE MAR,CONSOLAT DE MAR
C/,24840,730,DOCTOR SANCHIS BERG�N,DOCTOR SANCHIS BERGON
C/,25860,757,DUATO,DUATO
C/,30910,900,FRARE,FRAILE
C/,39120,1120,JOSEP D'ORGA,JOSE DE ORGA
CTRA,40770,1170,PERRINA,PERRINA
C/,43890,1257,MESTRE BAGANT,MAESTRO BAGANT
C/,44730,1287,MANUEL ANDR�S,MANUEL ANDRES
C/,48750,1398,MURTERETA,MIRTO
C/,50190,1444,MONTIXELVO,MONTICHELVO
C/,50670,1459,MOSS�N JACINT VERDAGUER,MOSSEN JACINT VERDAGUER
C/,54120,1552,PABLO MEL�NDEZ,PABLO MELENDEZ
C/,55290,1586,PAL�NCIA,PALANCIA
C/,59340,1704,PINTOR VILAR,PINTOR VILAR
C/,60570,1736,POETA SANMART� I AGUIRRE,POETA SANMARTIN Y AGUIRRE
PTDA,61260,1757,POUET,POUET
C/,66270,1897,SAGRARI DE LA COMPANYIA,SAGRARIO DE LA COMPA�IA
CAMI,74640,2147,VALLADAR,VALLADAR
CAMI,75150,2165,VERA,VERA
C/,76290,2196,VILALLONGA,VILLALONGA
C/,27120,794,GIL,EN GIL
C/,76350,2281,VILLANUEVA DE CASTELL�N,VILLANUEVA DE CASTELLON
C/,33600,2345,GUERAU DE CERVELL�,GERARDO DE CERVELLON
C/,19590,2371,COMPOSITOR VERT,COMPOSITOR VERT
C/,44370,2383,M�LAGA,MALAGA
C/,71430,2393,S�NDIC MOJOL�,SINDICO MOCHOLI
C/,23490,2455,LLANTERNERS,null
C/,35430,2517,GERMANS FABRILO,HERMANOS FABRILO
PL,51390,2531,M�SIC ALB�NIZ,MUSICO ALBENIZ
C/,39180,2589,JOSEP SOTO MICO,JOSE SOTO MICO
C/,45510,2617,MARIA DE MOLINA,MARIA DE MOLINA
C/,81121,2822,CONCEPCI� ALEIXANDRE BALLESTER (GINEC�LOGA),CONCEPCI� ALEIXANDRE BALLESTER (GINEC�LOGA)
C/,81327,3194,JORDI DE SANT JORDI,JORDI DE SANT JORDI
PL,24480,3282,JES�S,JESUS
PL,81293,3328,CAPITANS GAL�N I GARC�A HERN�NDEZ,CAPITANES GALAN Y GARCIA HDEZ.
C/,10560,3363,PINTOR GENARO LAHUERTA,PINTOR GENARO LAHUERTA
C/,81350,3371,ESCRIPTOR BONO I BARBER,ESCRIPTOR BONO I BARBER
CAMI,4170,3435,ALQUERIA DE PALLA,ALQUERIA DE PALLA
PG,81437,3441,FACULTATS,FACULTADES
C/,81474,3484,AMICS DEL CORPUS,AMICS DEL CORPUS
C/,81475,3503,FRANCISCO LOZANO 'PINTOR',FRANCISCO LOZANO (PINTOR).CARRER DE
C/,81441,3479,POETESSA LEONOR PERALES,POETISA LEONOR PERALES
C/,81478,11141,C�SAR SIM�N (POETA),CESAR SIMON (POETA)
CAMI,990156,0,TALLAFOC DEL PUJOL,null
CAMI,990159,0,TALLAFOC DE LA MATA DEL FANG,null
CAMI,990162,0,TALLAFOC DEL CANYAR,null
CAMI,990164,0,PLATJA DELS FERROS,null
CAMI,990167,0,PLATJA DE LA MALLADETA,null
CAMI,990170,0,MUNTANYAR DE LA RAMBLA,null
CAMI,990173,0,L'ATERRISSADOR,null
C/,81466,3550,M�SIC MART�NEZ COLL,MUSICO MARTINEZ COLL
C/,81497,3546,SANTA GENOVEVA TORRES,SANTA GENOVEVA TORRES
C/,990181,0,MERCADO CENTRAL,null
C/,990184,0,MERCADO JERUSALEN,null
C/,990186,0,MERCADO MALVARROSA,null
C/,990188,0,MERCADO MOSSEN SORELL,null
C/,990191,0,MERCADO ROJAS CLEMENTE,null
C/,990195,0,MERCADO VALVANERA,null
C/,81498,3489,ESCULTOR RICARD BOIX,ESCULTOR RICART BOIX
PL,81500,3480,ARQUITECTES CALVO,ARQUITECTOS CALVO
C/,81501,3495,CERCLE DE BELLES ARTS,CIRCUL DE BELLES ARTS
C/,81503,3555,PROFESSOR FRANCISCO TOMAS I VALIENTE,PROFESSOR FRANCISCO TOMAS I VALIENTE
LLOC,995002,1047,HOYO,null
LLOC,995004,9011,PINTOR VELAZQUEZ,null
LLOC,99002,0,MERCADO ALGIROS,null
LLOC,99004,2717,MERCADO BENIMACLET,null
LLOC,99007,2723,MERCADO CASTILLA,null
LLOC,99009,2719,MERCADO COLON,null
LLOC,99012,2725,MERCADO JESUS,null
LLOC,99014,2709,MERCADO MONTEOLIVETE,null
LLOC,99017,0,MERCADO POLO DE BERNABE,null
LLOC,99019,2712,MERCADO RUZAFA,null
LLOC,99024,2730,MERCADO VICENTE SANCHO TELLO,null
C/,81567,11066,JOSEP SOLER CARNICER (ESCRIPTOR),JOSEP SOLER CARNICER (ESCRIPTOR)
C/,81499,3543,ALQUERIA DEL SUCRER,ALQUERIA DEL SUCRER
LLOC,990200,0,CUEVAS DE SAN JOSE,null
PL,81507,0,EP PINTOR JOAN MIR� 7,EP PINTOR JOAN MIRO 7
C/,81508,11011,ESTEPA,ESTEPA
C/,81511,3494,REIAL ACADEMIA DE CULTURA VALENCIANA,REAL ACADEMIA DE CULTURA VALENCIANA
C/,81513,11022,MARE JUANA MAR�A CONDESA LLUCH,MADRE JUANA MARIA CONDESA LLUCH
C/,81526,3554,PROFESSOR ERNEST LLUCH,PROFESSOR ERNEST LLUCH
C/,81621,11085,MUSEU DE LA SEDA,MUSEU DE LA SEDA
C/,81527,3552,RAFAEL COMPANY (FARMAC�UTIC),RAFAEL COMPANY (FARMACEUTIC)
C/,81528,3609,JOS� MELI� SINISTERRA,DON JOSE MELIA SINISTERRA
PL,81529,3551,VICENTE ALCOBER COLOMA (PROFESSOR),VICENTE ALCOBER COLOMA (PROFESSOR)
C/,81535,3612,VICENT VIDAL (CRONISTA),VICENT VIDAL (CRONISTA)
C/,81536,3608,MART�NEZ B�GUENA (COMPOSITOR),MARTINEZ BAGUENA (COMPOSITOR)
C/,81542,3617,CIUTAT DE MELILLA,CIUTAT DE MELILLA
PL,81647,11086,SANTA APOL�L�NIA,SANTA APOLONIA
PL,81488,3549,BEATRIU CIVERA (ESCRIPTORA),BEATRIU CIVERA (ESCRIPTORA)
PL,81545,3606,EMILIO ATTARD,EMILIO ATTARD
PL,81546,3613,MIQUEL CATAL� GOMIS (ADVOCAT),MIGUEL CATALA GOMIS (ADVOCAT)
CAMI,81555,0,MOL� DEL SOL,MOLINO DEL SOL
C/,81554,11013,FRANCESC PALANCA I ROCA (ESCRIPTOR),FRANCISCO PALANCA ROCA (ESCRITOR)
C/,81602,11043,VICENTE SANCHIS-BAYARRI LAHOZ (DOCTOR),VICENTE SANCHIS-BAYARRI LAHOZ (DOCTOR)
C/,81561,3575,AGUST�N VELARTE MORTE,AGUSTIN VELARTE MORTE
C/,81563,3579,MESTRE FRANCISCO S�NCHEZ HUERTA,MAESTRO FRANCISCO SANCHIS HUERTA
C/,81564,11074,ENRIQUE OLMOS CERC�S (CATEDR�TIC),ENRIQUE OLMOS CERCOS (CATEDRATIC)
C/,81568,11112,�NGEL GARC�A CARDONA (CINEASTA),ANGEL GARCIA CARDONA (CINEASTA)
C/,81570,11035,FREDERIC JORDAN I CALVO (PRES. SOC. CORAL MICALET),FREDERIC JORDAN I CALVO (PRESIDENT DE LA SOC
C/,81572,3564,MART� DOM�NGUEZ BARBER� (PERIODISTA),MARTI DOMINGUEZ BARBERA (PERIODISTA)
C/,81574,11034,OVIDI MONTLLOR I MENGUAL (ACTOR I CANTANT),OVIDI MONTLLOR I MENGUAL (ACTOR I CANTANT)
C/,81576,3580,CAMP DE T�RIA,CAMP DE TURIA
C/,81578,3582,FOIA DE BUNYOL,FOIA DE BUNYOL
C/,81577,11027,SAFOR,SAFOR
C/,81579,3584,HORTA NORD,HORTA NORD
C/,81583,3588,COSTERA,COSTERA
C/,81582,3587,VALL D'AIORA,VALLE DE AYORA
C/,81585,3590,SERRANIA,SERRANIA
C/,81595,3601,COMTAT,COMTAT
C/,81593,3599,RIBERA ALTA,RIBERA ALTA
C/,81589,3594,MARINA BAIXA,MARINA BAIXA
PL,81601,11130,LAZARO CARDENAS (PRESIDENT REPUBLICA DE MEXIC),LAZARO CARDENAS (PRESIDENT REPUBLICA MEXIC)
PL,81603,3627,BOSCO,"DON BOSCO ""SALESIANO"""
PL,81604,11033,ASCENSI� CHIRIVELLA (ADVOCADA),ASCENSIO CHIRIVELLA (ADVOCADA)
GRUP,81605,3559,MASSARROJOS (URBANITZACI�),MASSARROJOS (URBANIZACION)
C/,81607,11032,ALBALAT DELS SORELLS,ALBALAT DELS SORELLS
C/,2250,62,ALFAUIR,ALFAHUIR
C/,2790,77,ALMASSORA,ALMAZORA
C/,2880,80,ALMIRALL CRU�LLES,ALMIRANTE CRUILLES
CAMI,3510,102,ALQUERIA DE CAMPANETA,ALQUERIA DE CAMPANETA
ENTD,4290,126,ALQUERIA DEL REAL,ALQUERIA DEL REAL
CAMI,4650,140,ALQUERIES DE CARRUTXA,ALQUERIAS DE CARRUCHA
C/,4830,147,ALTAMIRA,ALTAMIRA
C/,4950,151,ALUDERS,ALUDERS
C/,5040,2299,�LVARO DE BAZ�N,ALVARO DE BAZAN
C/,5400,163,ANDR�S JULI�,ANDRES JULIA
C/,6090,182,AP�STOL SANT PERE,APOSTOL SAN PEDRO
C/,6300,188,ARBRES,ARBOLES
C/,6450,195,ARNAU I JOAN,ARNAU Y JOHAN
C/,6540,198,ARQUITECTE ALMENAR,ARQUITECTO ALMENAR
C/,7170,216,ARQUEBISBE COMPANY,ARZOBISPO COMPANY
C/,7320,206,RAVAL,ARRABAL
C/,7530,3242,GERMANA MERC�,HERMANA MERCEDES
C/,7650,230,AVELLANES,AVELLANAS
C/,7710,233,AIORA,AYORA
C/,7950,2482,ASSUTZENA,AZUCENA
C/,8130,244,BAIX DE LA MAR,BAJA DEL MAR
C/,8220,246,BALDOV�,BALDOVI
CTRA,8310,249,BALES,BALES
C/,8640,259,VAIXELL,BARCO
C/,9270,2485,BAPTISTA ESTEVE XIMENO,BAUTISTA ESTEVE XIMENO
C/,10830,327,BERENGUER DE MONTOLIU,BERENGUER DE MONTOLIU
C/,11160,337,BILBAO,BILBAO
C/,11250,340,BISBESSA,BISBESA
C/,11370,342,BLANES,BLANES
C/,11700,351,BONIFACI FERRER,BONIFACIO FERRER
CAMI,11820,355,BORBOT� A GODELLA,BORBOTO A GODELLA
C/,12120,362,BOATELLA,BOTELLAS
C/,12240,366,BRONCHALES,BRONCHALES
C/,12330,369,BON ORDE,BUEN ORDEN
CV,12570,0,BURJASSOT,BURJASOT
C/,12900,386,CABRIT,CABRITO
C/,12990,390,CAIXERS,CAJEROS
PL,13080,393,CALABUIG,CALABUIG
C/,13290,399,CALIXT III,CALIXTO III
CAMI,13590,407,CAMINOT,CAMINOT
LLOC,990234,0,PUENTE DE LAS ARTES,null
CV,990237,0,C.V. TORRENTE,null
C/,81634,11072,RAFAEL LAPESA MELGAR (GRAMATIC I LING�ISTA),RAFAEL LAPESA MELGAR (GRAMATIC I LING�ISTA)
PL,81635,11102,VIRIAT,VIRIATO
C/,81636,11122,AGUST� ALAMAN I RODRIGO (MUSIC),AGUSTI ALAMAN I RODRIGO (MUSIC)
C/,81639,11078,FAVANELLA,FAVANELLA
C/,81640,11079,BENIFERRI,BENIFERRI
PL,81641,11069,EQUIP CR�NICA,EQUIPO CR�NICA
C/,14070,2491,CANOA,CANOA
C/,14310,428,CANTEROS LOBET,PEDRAPIQUERS LLOBET
C/,14700,438,CARDA,CARDA
C/,15240,2369,CAROLINA �LVAREZ,CAROLINA ALVAREZ
C/,15450,458,CARRASQUER,CARRASQUER
AV,18390,551,CID,CID
C/,18690,1469,CIUTAT DE MULA,CIUDAD DE MULA
C/,19020,569,COBERT�S DE SANT TOM�S,COBERTIZO DE SANTO TOMAS
C/,19080,571,CUINES,COCINAS
PL,19440,582,COLL,COLL
C/,20010,598,COMTE DE LUMIARES,CONDE DE LUMIARES
C/,20310,608,COMTE DE TR�NOR,CONDE DE TRENOR
C/,20430,612,CONSOL,CONSUELO
C/,20550,616,CONVENT DE JERUSALEM,CONVENTO DE JERUSALEN
C/,20670,620,CONVENT DE SANTA CLARA,CONVENTO SANTA CLARA
C/,21180,637,COTANDA,COTANDA
C/,21460,2656,CRIST�FOL LLORENS,CRISTOBAL LLORENS
C/,21630,651,CRONISTA CARRERES,CRONISTA CARRERES
C/,22380,675,MOSS�N PLANELLES,CURA PLANELLES
C/,22830,687,CHURAT I SAUR�,CHURAT Y SAURI
CTRA,22980,3025,DANIEL,DANIEL
C/,23180,2689,FOC,FOC
C/,23280,2464,COETERS,COETERS
C/,23400,2458,FUSTERS,null
C/,23550,2461,PERAIRES,null
AV,23820,3268,PRIMER DE MAIG,PRIMERO DE MAYO
PL,23910,3073,DOCTOR BERENGUER FERRER,DOCTOR BERENGUER FERRER
C/,24240,714,DOCTOR G�MEZ FERRER,DOCTOR GOMEZ FERRER
C/,24780,728,DOCTOR ROMAGOSA,DOCTOR ROMAGOSA
AV,25080,2583,DOCTOR TOM�S SALA,DOCTOR TOMAS SALA
C/,25200,740,DOCTOR VILA BARBER�,DOCTOR VILA BARBERA
C/,25320,743,DOCTOR ZAMENHOF,DOCTOR ZAMENHOF
C/,25500,748,GENEROSO HERN�NDEZ,DON GENEROSO HERNANDEZ
C/,26010,2337,EBENISTA CASELLES,EBANISTA CASELLES
C/,26640,779,SEC,SECH
C/,26760,781,AMBAIXADOR VICH,EMBAJADOR VICH
C/,27720,806,ENRIC NAVARRO,ENRIQUE NAVARRO
C/,27840,815,ERCILLA,ERCILLA
C/,27960,819,ERMITA DE SANT ROC,ERMITA DE SAN ROQUE
C/,28230,2504,ESCOTILLA,ESCOTILLA
PL,28470,2447,ESCULTOR FRECHINA,ESCULTOR FRECHINA
C/,28980,844,ESTEVE BALLESTER,ESTEBAN BALLESTER
C/,29100,847,ESTRELA,ESTRELLA
C/,29220,850,EVARISTO BAS,EVARISTO BAS
ENTD,29310,852,FAVA,FABA
CAMI,29520,857,FARIN�S,FARINOS
C/,29640,862,FELICITAT,FELICIDAD
C/,30090,875,FIDALGO,FIDALGO
C/,30210,879,FILIPINES,FILIPINAS
C/,30690,891,FONTILLES,FONTILLES
C/,30900,2406,FRAGATA,FRAGATA
C/,31050,904,FRANCESC DE BELLV�S,FRANCISCO DE BELLVIS
C/,31170,908,FRANCISCO FALCONS,FRANCISCO FALCONS
C/,31290,910,FRANCISCO MONLE�N,FRANCISCO MONLEON
C/,31710,923,FR�GOLA,FRIGOLA
C/,31800,2509,FONT DE LA FIGUERA,FUENTE LA HIGUERA
CAMI,31950,928,FONTS,FUENTES
C/,33000,958,REDOLINS,REDOLINS
C/,33300,968,GENERAL PALANCA,GENERAL PALANCA
AV,33480,974,AMAT GRANELL MESADO (MILITAR),AMADO GRANELL MESADO (MILITAR)
GV,33630,975,GERMANIES,GERMANIAS
C/,33840,983,GIM�NEZ I COSTA,GIMENEZ Y COSTA
C/,34880,2659,GUADALQUIVIR,GUADALQUIVIR
C/,34980,2960,GUATLA,GUALA
C/,35490,2586,GERMANS RIVAS,HERMANOS RIVAS
C/,35580,2516,HERN�NDEZ L�ZARO,HERNANDEZ LAZARO
C/,35970,1036,HISTORIADOR CHABRET,HISTORIADOR CHABRET
ENTD,36270,2618,FORN DE LLOPIS,HORNO DE LLOPIS
C/,36690,1053,EIVISSA,IBIZA
C/,36930,2518,IGNACIO ZULOAGA,IGNACIO ZULOAGA
C/,37020,2350,IMPRESSOR MONTFORT,IMPRESOR MONFORT
C/,37050,1063,IND�STRIA,INDUSTRIA
PTGE,37530,1073,IZQUIERDO,IZQUIERDO
AV,37650,1076,JACINTO BENAVENTE,JACINTO BENAVENTE
C/,38370,1098,JOAQUIM BALLESTER,JOAQUIN BALLESTER
C/,38490,1100,JOAQUIM MARIN,JOAQUIN MARIN
C/,38610,1104,JOS� AGUILAR,JOSE AGUILAR
C/,38760,1109,JOSEP BALLESTER,JOSE BALLESTER
C/,38880,1113,JOSEP ESTEVE,JOSE ESTEVE
C/,39150,1121,JOS� SIURANA,JOSE SIURANA
C/,39270,1124,JOAN AGUILAR,JUAN AGUILAR
C/,39420,1129,JOAN BAPTISTA CORATJ�,JUAN BAUTISTA CORACHAN
C/,39840,1142,JUAN GINER,JUAN GINER
C/,39960,1147,JOAN LLORENS,JUAN LLORENS
C/,40230,1153,JOAN VERDAGUER,JUAN VERDEGUER
C/,40470,1159,JURAT BLANQUER,JURADO BLANQUER
C/,40620,1164,ELIANA,ELIANA
CAMI,40890,1174,PUNTA A LA MAR,PUNTA AL MAR
C/,41250,1181,LEBON,LEBON
C/,41340,1183,LLEONS,LEONES
ENTD,41670,1193,LINO,LINO
CV,41790,1197,LL�RIA,LIRIA
C/,41910,2353,LIT�GRAF PASCUAL I ABAD,LITOGRAFO PASCUAL Y ABAD
C/,42180,1207,LLOREN� SALOM,LORENZO SALOM
C/,42300,2289,FRANCISCANS,FRANCISCANOS
C/,42420,1214,PINS,PINOS
C/,43290,1238,LLANERA DE RANES,LLANERA DE RANES
C/,43860,2317,MESTRE ASENSI,MAESTRO ASENSI
C/,44340,1273,MALABUCHE,MALABUCHE
AV,44550,1279,MALVA-ROSA,MALVARROSA
C/,44670,1284,MANOLO TABERNER,MANOLO TABERNER
C/,44790,1289,MANUEL CARBONERES,MANUEL CARBONERES
C/,45000,1286,MANUELA ESTELL�S,MANUELA ESTELLES
C/,45660,1310,MARIANO RIBERA,MARIANO RIBERA
C/,45840,2528,MAR� VILLAMIL,MARINO VILLAMIL
C/,45960,1317,MARQU�S DE BELLET,MARQUES DE BELLET
CAMI,46920,1346,MASSALFASSAR,MASALFASAR
LLOC,47100,1352,MASIES DISSEMINADES,MASIAS DISEMINADAS
C/,47220,1355,MATEM�TIC MARZAL,MATEMATICO MARZAL
CTRA,47370,1360,MAUROS,MAUROS
C/,47580,1366,MEDITERR�NIA,MEDITERRANEO
AV,47730,1371,MEN�NDEZ Y PELAYO,MENENDEZ Y PELAYO
C/,48150,1384,MISSER RABASA,MICER RABASA
C/,48270,1387,MIQUEL PAREDES,MIGUEL PAREDES
C/,49020,1405,MOLINA DEL PALAU,MOLINA DEL PALAU
CAMI,49170,1410,MOL� DE LA CAMPANETA,MOLINO DE LA CAMPANETA
C/,49650,1427,MONFORTE,MONFORTE
C/,49770,1430,MONGES DE SANTA CATERINA,MONJAS DE SANTA CATALINA
C/,50280,1450,MORA I XARABA,MORA Y XARABA
PL,50430,1452,MORERAL,MORERAL
LLOC,51000,3429,MOLLS,MUELLES
PL,80600,2856,GLORIA FUERTES (ESCRIPTORA),GLORIA FUERTES (ESCRITORA)
C/,51330,1477,MUSEU,MUSEO
C/,51870,1485,M�SIC PEYDR�,MUSICO PEYDRO
C/,51960,1489,MONTFORTA,NA MONFORTA
C/,52200,1493,NAVAIXES,NAVAJAS
C/,52290,1496,NAVARR�S,NAVARRES
CV,52530,1503,NATZARET,NAZARET
C/,52650,1506,NICOLAU DE MONTSORIU,NICOLAU DE MONSORIU
PL,53280,1526,BISBE AMIG�,OBISPO AMIGO
C/,53760,1540,ORGANISTA PLAS�NCIA,ORGANISTA PLASENCIA
C/,54510,1563,PARE FERR�S,PADRE FERRIS
C/,54600,1566,PARE D'�RFENS,PADRE HUERFANOS
C/,54750,1570,PARE PALAU I QUER,PADRE PALAU Y QUER
C/,55500,1593,PALOMAR,PALOMAR
C/,56130,1610,PATIS DE FR�GOLA,PATIOS DE FRIGOLA
C/,56430,1620,PERE ALEIXANDRE,PEDRO ALEIXANDRE
C/,56670,1625,PERE MONTSORIU,PEDRO MONSORIU
C/,56850,1632,PILOTA,PELOTA
C/,57120,1641,PERDIU,PERDIZ
C/,57240,1645,P�REZ BAIER,PEREZ BAYER
C/,57330,1648,P�REZ PUJOL,PEREZ PUJOL
C/,57450,2373,PERIODISTA LLORENTE,PERIODISTA LLORENTE
SENDA,57690,1656,PEROLO,PEROLO
C/,58110,1668,PITXERA,PICHERA
C/,58380,1677,PINTOR BENEDITO,PINTOR BENEDITO
C/,58740,2620,PINTOR JOVER,PINTOR JOVER
C/,58830,1690,PINTOR MAELLA,PINTOR MAELLA
C/,59070,1694,PINTOR PEIR�,PINTOR PEIRO
PG,59850,1720,FRANCISCO LOZANO (PINTOR),FRANCISCO LOZANO (PINTOR)
C/,60000,1724,POETA ALTET,POETA ALTET
C/,60090,1726,POETA ASINS,POETA ASINS
C/,60510,1735,POETA QUINTANA,POETA QUINTANA
SENDA,60690,1739,POLVOR�,POLVORIN
ENTD,60930,3431,PORRA,PORRA
PL,61020,1749,PORTAL NOU,PORTAL NUEVO
CAMI,61290,1758,POUET DE LA PEDRERETA,POUET PEDRERETA
C/,61740,1771,POBLA LLARGA,PUEBLA LARGA
C/,61860,1774,PUERTO RICO,PUERTO RICO
C/,62250,2300,RAFAEL COMENGE,RAFAEL COMENGE
C/,62430,1789,R�FOL,RAFOL
C/,62850,2601,RAMON LLULL,RAMON LLULL
C/,63150,1810,RECREATIU,RECREATIVA
C/,63240,1814,REDEMPCI�,REDENCION
C/,63840,1833,REVEREND JOS� MART�,REVERENDO JOSE MARTI
ENTD,64320,1846,RICO,RICO
CAMI,64410,1849,RAC� DE L'ANELL,RACO DE L'ANELL
C/,64530,2603,RIU BIDASOA,RIO BIDASOA
C/,64620,2564,RIU NERVI�N,RIO NERVION
C/,64790,2650,RIU ULLA,RIO ULLA
CTRA,64860,1856,ROCA (CTRA),ROCA
C/,64950,1859,ROCAS,ROQUES
C/,65220,2444,ROGER DE FLOR,ROGER DE FLOR
C/,65430,1872,ROMERAL,ROMERAL
C/,65640,1878,ROSERS,ROSALES
C/,65940,2551,RUBIOLS,RUBIOLS
C/,66060,1890,RUMBAU,RUMBAU
CAMI,66180,1894,SABONER,SABONER
C/,66640,2858,SALINAR,SALINAR
C/,66720,1911,SALUT,SALUD
C/,66790,2666,SALVADOR ALMENAR,SALVADOR ALMENAR
C/,66900,2277,SALVADOR GUINOT,SALVADOR GUINOT
C/,66990,1919,SALVADOR PAU,SALVADOR PAU
C/,67080,1921,SALVADOR SASTRE,SALVADOR SASTRE
C/,67290,1928,SANT ANDREU,SAN ANDRES
C/,68010,1953,SAN JOAQUIN,null
C/,68910,1983,SANT PASQUAL,SAN PASCUAL
C/,69150,1991,SANT RAMON,SAN RAMON
PL,69240,1994,SANT SEBASTI�,SAN SEBASTIAN
C/,69390,2419,S�NCHEZ ARJONA,SANCHEZ ARJONA
C/,69660,1996,SANTA ANA,null
C/,69750,2446,SANTA CRISTINA,SANTA CRISTINA
C/,70440,2020,SANT�SSIM,SANTISIMO
C/,70830,2035,SELLENT,SELLENT
C/,71010,2042,SERRANO FLORES,SERRANO FLORES
C/,71190,2048,SERRA D'AGULLENT,SIERRA DE AGULLENT
C/,71310,2051,SILLA,SILLA
C/,71730,2063,S�RIA,SORIA
C/,71850,2067,SOT DE XERA,SOT DE CHERA
ENTD,72210,2077,TAMARIT,TAMARIT
C/,72810,2094,TIMONEDA,TIMONEDA
C/,73080,2103,BOTERS,TONELEROS
C/,73540,2667,TOUS,TOUS
C/,73980,2128,TRIADOR,TRIADOR
C/,74100,2131,TRINQUET DELS CAVALLERS,TRINQUETE DE CABALLEROS
C/,74250,2135,ABAIXADORS,TUNDIDORES
ENTD,74550,2145,VALERO,VALERO
C/,74670,2148,VALLANCA,VALLANCA
C/,75300,2169,VER�NICA,VERONICA
PL,75480,2175,VICARI FERRER,VICARIO FERRER
C/,76050,2189,VIDAL DE CANELLES,VIDAL DE CANELLES
C/,76770,2211,MARE DE D�U DE CAMPANAR,VIRGEN DE CAMPANAR
C/,76920,2217,MARE DE D�U DEL LLUCH,VIRGEN DEL LLUCH
C/,77070,2221,MARE DE D�U DEL PUIG,VIRGEN DEL PUIG
C/,77160,2224,MARE DE D�U DE LA SALUT,VIRGEN DE LA SALUD
C/,77340,2230,VICOSES,VISCOSES
C/,77460,2233,VIVER,VIVER
SENDA,77580,2237,VIVONS (SENDA),VIVONS
C/,77730,2242,XOCAINET,XOCAINET
C/,77970,2410,IOL,YOLA
C/,78180,2254,ZELU�N,ZELUAN
ENTD,78270,2257,ZURDO,ZURDO
C/,80290,2872,MAR�A ZAMBRANO (FIL�SOFA),MAR�A ZAMBRANO (FIL�SOFA)
C/,80630,2679,POETA SERRANO CLAVERO,POETA SERRANO CLAVERO
C/,80670,2672,ALFARA DEL PATRIARCA,ALFARA DEL PATRIARCA
C/,81040,2831,JAUME ESTEVE CUBELLS,JAIME ESTEVE CUBELLS
AV,81101,2800,ALCALDE GISBERT RICO,ALCALDE GISBERT RICO
C/,81117,2847,OLYMPE DE GOUGES (FIL�SOFA),OLYMPE DE GOUGES (FIL�SOFA)
PL,81150,2877,ROMA,ROMA
C/,81154,3017,SALVADOR SALOM,SALVADOR SALOM
C/,81167,3008,ESCULTOR VICENTE RODILLA,ESCULTOR VICENTE RODILLA
C/,81186,3004,ANDR�S PILES IBARS,ANDRES PILES IBARS
C/,81191,2923,PEDREGUER,PEDREGUER
C/,81196,2922,DOCTOR JOAN REGL�,DOCTOR JUAN REGLA
PL,81211,3110,CANONGE ROGER CHILLIDA,CANONIGO ROGELIO CHILLIDA
C/,81215,3019,SEVERIANO GOIG,SEVERIANO GOIG
C/,81219,3330,XIPRERS,XIPRERS
C/,81230,3125,V�CTOR MOYA,VICTOR MOYA
AV,81238,3288,GOLA DEL PUJOL,GOLA DEL PUCHOL
C/,81255,3156,CASTELLONET,CASTELLONET
C/,81269,3136,REINA VIOLANT,REINA VIOLANTE
C/,81272,3146,RAMON ASENSIO,RAMON ASENSIO
AV,81310,3264,ARAG�,ARAGON
C/,990084,3001,PG NUM.164,null
C/,990091,3098,PG NUM 101,null
C/,990098,3095,PG NUM 34 RES URB,null
C/,990111,0,MUS PEYDRO (F),null
LLOC,990122,0,EXPOSICION (PASARELA),null
LLOC,990135,0,VP-6023,null
CAMI,990169,0,MUNTANYAR DE LA MONA,null
C/,81706,11142,SALVADOR RODR�GUEZ BRONCH� (PINTOR),SALVADOR RODRIGUEZ BRONCHU (PINTOR)
C/,81666,11081,MESTRE DE BORBOT�,MESTRE DE BORBOTO
C/,81627,11176,JUAN RIBERA BERENGUER (PINTOR),JUAN DE RIBERA BERENGUER (PINTOR)
C/,81626,11044,OCTAVIO VICENT (ESCULTOR),OCTAVIO VICENT (ESCULTOR)
AV,81628,11067,FERNANDO ABRIL MARTORELL,FERNANDO ABRIL MARTORELL
PL,81631,11031,ALFREDO CANDEL (RECTOR PARROQUIA SANTA ANNA),ALFREDO CANDEL (RECTOR PARROQUIA SANTA ANNA)
C/,81650,11056,ENRIC VALOR I VIVES (ESCRIPTOR),ENRIC VALOR I VIVES (ESCRIPTOR)
C/,81652,11075,VTE RIOS ENRIQUE (MESTRE ARTESA FONEDOR SEGLE XIX),VICENTE RIOS ENRIQUE (MESTRE ARTESA FONEDOR
C/,81724,11169,ILLA DE SARDENYA,ISLA DE CERDE�A
C/,81654,11119,JOS� BURGUETE GUILLEM (M�SIC),JOSE BURGUETE GUILLEM (MUSIC)
C/,81655,11083,JOS� CHAB�S BORDEHORE (DOCTOR),JOSE CHABAS BORDEHORE (DOCTOR)
C/,81658,11070,EP JOAQUIN BENLLOCH 4,null
C/,81659,11088,JOAN SORIANO I ESTEVE (EL POETA DEL CABANYAL),JOAN SORIANO I ESTEVE (EL POETA DEL CABANYAL
